locus_name,Col_reads_Col_Cvi,Cvi_reads_Col_Cvi,Col_reads_Cvi_Col,Cvi_reads_Cvi_Col
AT1G15280,274,175,333,277
AT1G15290,910,899,1301,1361
AT1G15310,9,7,9,11
AT1G15320,3,1,8,4
AT1G15330,0,1,5,9
AT1G15350,15,13,23,31
AT1G15360,1,10,0,6
AT1G15380,10,1,13,19
AT1G15390,215,202,335,328
AT1G15400,6,9,9,12
AT1G15405,57,14,185,62
AT1G15410,19,13,17,33
AT1G15420,50,52,70,65
AT1G15430,105,100,160,146
AT1G15440,217,208,289,290
AT1G15460,0,2,2,13
AT1G15470,99,77,85,75
AT1G15480,64,69,69,83
AT1G15490,37,26,36,35
AT1G15500,1472,1428,1912,2021
AT1G15510,38,31,52,66
AT1G15520,1,4,5,8
AT1G15530,15,19,16,29
AT1G15570,38,11,35,35
AT1G15660,656,635,769,825
AT1G15670,19,22,48,54
AT1G15690,1536,1210,2783,2511
AT1G15700,10,11,24,18
AT1G15710,155,133,171,167
AT1G15720,267,165,315,259
AT1G15730,165,175,235,277
AT1G15740,67,47,146,170
AT1G15750,603,513,911,796
AT1G15760,260,202,261,200
AT1G15770,9,7,14,9
AT1G15780,106,98,119,125
AT1G15800,19,20,41,30
AT1G15810,129,94,191,150
AT1G15820,6988,5821,13208,11982
AT1G15825,205,217,212,253
AT1G15830,335,231,601,408
AT1G15840,3,2,23,26
AT1G15860,49,73,71,73
AT1G15870,6,5,11,2
AT1G15880,199,81,260,126
AT1G15900,11,5,11,11
AT1G15910,301,171,426,360
AT1G15920,44,43,71,81
AT1G15930,1864,1922,2633,2738
AT1G15940,85,82,140,143
AT1G15950,182,118,306,255
AT1G15970,14,34,26,42
AT1G16000,109,50,175,93
AT1G16020,72,43,68,68
AT1G16030,2,5,6,8
AT1G16040,10,10,25,24
AT1G16060,4,4,10,7
AT1G16070,80,83,101,83
AT1G16080,18,31,54,82
AT1G16090,10,4,21,5
AT1G16130,8,6,16,12
AT1G16190,101,58,88,65
AT1G16210,86,81,111,126
AT1G16240,55,40,39,39
AT1G16250,38,35,39,45
AT1G16260,1,0,10,1
AT1G16270,54,27,35,38
AT1G16280,79,82,83,86
AT1G16300,48,48,55,77
AT1G16330,5,9,12,20
AT1G16350,238,231,391,392
AT1G16440,7,8,13,14
AT1G16445,122,148,172,316
AT1G16460,899,388,1101,486
AT1G16480,7,10,10,7
AT1G16500,11,13,8,11
AT1G16515,10,44,14,36
AT1G16520,142,175,121,151
AT1G16530,4,10,15,9
AT1G16540,35,26,74,65
AT1G16560,469,292,720,530
AT1G16570,64,60,112,104
AT1G16590,201,196,229,318
AT1G16610,1244,890,1449,1116
AT1G16630,214,162,305,231
AT1G16640,7,6,5,6
AT1G16650,17,22,26,25
AT1G16670,9,7,12,6
AT1G16690,26,29,26,30
AT1G16710,2,1,8,0
AT1G16720,39,47,91,141
AT1G16730,21,16,27,18
AT1G16740,32,5,75,14
AT1G16750,10,19,19,10
AT1G16770,1,32,1,39
AT1G16780,30,18,45,23
AT1G16790,126,104,154,173
AT1G16800,51,41,87,94
AT1G16810,527,432,826,714
AT1G16820,6,2,6,9
AT1G16825,12,14,18,29
AT1G16830,1,5,11,8
AT1G16840,235,198,520,371
AT1G16850,18,11,22,7
AT1G16870,142,102,185,152
AT1G16880,258,440,367,682
AT1G16900,780,252,860,329
AT1G16920,1033,770,1190,752
AT1G16930,1,5,0,15
AT1G16960,7,4,4,8
AT1G16970,99,99,131,128
AT1G16980,7,3,7,20
AT1G17020,2,0,5,15
AT1G17040,20,15,34,42
AT1G17050,47,40,85,63
AT1G17070,218,231,317,291
AT1G17080,6,0,11,19
AT1G17110,104,122,168,181
AT1G17120,169,141,241,205
AT1G17130,532,492,651,566
AT1G17140,423,208,592,329
AT1G17145,120,87,178,164
AT1G17160,552,316,795,469
AT1G17170,3,5,7,10
AT1G17180,22,9,24,11
AT1G17190,9,29,5,42
AT1G17200,905,846,1293,1351
AT1G17210,558,421,905,647
AT1G17220,1136,1051,1952,2021
AT1G17230,13,11,12,21
AT1G17235,6,7,8,6
AT1G17240,4,4,6,17
AT1G17260,3,9,8,17
AT1G17270,18,14,26,36
AT1G17290,1128,995,1479,1493
AT1G17330,55,7,85,28
AT1G17340,17,16,25,24
AT1G17345,5,1,12,7
AT1G17350,224,161,311,216
AT1G17360,66,63,120,117
AT1G17370,182,136,181,198
AT1G17380,28,25,16,16
AT1G17410,3,5,17,15
AT1G17420,183,153,196,223
AT1G17430,19,10,16,20
AT1G17440,271,200,334,276
AT1G17450,87,87,151,148
AT1G17455,6,7,12,11
AT1G17460,83,70,92,61
AT1G17470,96,97,125,130
AT1G17480,9,10,11,11
AT1G17500,76,63,113,104
AT1G17520,45,53,74,68
AT1G17550,81,92,130,143
AT1G17560,7,6,8,10
AT1G17580,8,3,14,13
AT1G17590,60,13,86,21
AT1G17620,285,414,290,441
AT1G17630,6,1,3,6
AT1G17640,8,3,14,10
AT1G17650,27,29,70,72
AT1G17665,10,10,9,16
AT1G17680,63,41,71,66
AT1G17690,71,41,121,102
AT1G17700,1,1,8,8
AT1G17720,156,109,214,179
AT1G17730,91,49,114,82
AT1G17750,196,68,186,70
AT1G17760,469,360,603,525
AT1G17780,23,20,41,20
AT1G17790,116,84,163,133
AT1G17810,296,243,664,736
AT1G17820,35,44,64,60
AT1G17830,35,31,77,52
AT1G17840,1147,1062,1520,1454
AT1G17850,454,322,654,479
AT1G17860,17,9,32,63
AT1G17870,171,62,354,190
AT1G17880,5558,3985,6089,4940
AT1G17890,513,300,621,458
AT1G17920,138,153,172,198
AT1G17930,176,191,279,302
AT1G17940,21,21,38,40
AT1G17960,1,0,4,7
AT1G17970,11,4,17,12
AT1G17980,22,11,25,25
AT1G18030,11,5,11,9
AT1G18060,24,11,33,21
AT1G18070,94,193,129,199
AT1G18100,27,7,6,4
AT1G18140,1,4,2,4
AT1G18150,104,105,146,128
AT1G18160,90,110,143,180
AT1G18170,75,34,101,64
AT1G18180,57,85,94,136
AT1G18190,62,50,117,82
AT1G18200,7,4,7,4
AT1G18250,1181,2355,1312,2716
AT1G18260,325,443,561,770
AT1G18265,7,8,8,12
AT1G18270,36,35,104,120
AT1G18300,576,333,668,476
AT1G18335,27,24,47,45
AT1G18340,19,21,33,25
AT1G18360,20,35,29,43
AT1G18370,447,417,617,601
AT1G18410,2,2,8,5
AT1G18415,6,1,11,6
AT1G18440,30,24,63,61
AT1G18450,315,237,485,405
AT1G18460,98,83,224,171
AT1G18470,45,58,65,67
AT1G18480,47,44,81,66
AT1G18485,22,9,29,19
AT1G18500,416,355,480,436
AT1G18540,7376,7116,9507,9204
AT1G18550,36,45,54,70
AT1G18560,25,23,44,34
AT1G18580,16,23,35,32
AT1G18650,35,31,40,52
AT1G18660,27,20,34,45
AT1G18670,8,12,23,12
AT1G18680,18,14,34,26
AT1G18690,5,3,8,1
AT1G18700,38,30,44,63
AT1G18720,294,239,424,390
AT1G18730,58,18,127,39
AT1G18740,699,648,727,722
AT1G18745,16,13,47,32
AT1G18750,17,23,34,39
AT1G18773,28,18,42,39
AT1G18800,65,60,37,39
AT1G18810,5,2,1,5
AT1G18830,1,0,1,17
AT1G18840,53,73,102,132
AT1G18850,2,1,3,5
AT1G18870,6,1,2,2
AT1G18890,52,47,57,59
AT1G18900,506,423,748,658
AT1G18910,103,63,148,119
AT1G18940,39,25,47,37
AT1G18950,90,91,165,183
AT1G18990,0,2,4,5
AT1G19000,100,106,178,181
AT1G19010,25,31,56,39
AT1G19025,12,7,18,36
AT1G19050,188,92,451,243
AT1G19090,0,8,0,6
AT1G19100,83,80,118,114
AT1G19110,128,118,157,165
AT1G19115,3,2,16,10
AT1G19120,78,76,102,90
AT1G19130,30,33,29,26
AT1G19140,32,23,49,44
AT1G19170,102,99,166,145
AT1G19180,1015,1158,1095,1295
AT1G19210,80,26,53,38
AT1G19220,28,13,53,39
AT1G19240,148,147,225,210
AT1G19270,5,2,5,2
AT1G19290,24,42,56,54
AT1G19310,27,14,27,27
AT1G19320,79,21,347,285
AT1G19330,86,85,135,140
AT1G19340,14,35,18,30
AT1G19350,73,70,103,126
AT1G19360,124,125,159,185
AT1G19370,50,62,57,52
AT1G19380,18,20,48,23
AT1G19397,1,2,2,9
AT1G19400,335,200,488,385
AT1G19430,141,106,238,205
AT1G19450,7,5,11,6
AT1G19460,3,0,8,1
AT1G19480,4,2,3,3
AT1G19490,42,39,71,72
AT1G19580,117,129,129,164
AT1G19600,41,32,73,61
AT1G19640,11,0,2,15
AT1G19650,40,32,51,51
AT1G19660,86,90,314,396
AT1G19670,6,9,13,16
AT1G19680,65,49,102,95
AT1G19690,49,100,70,148
AT1G19700,68,33,106,63
AT1G19710,8,6,13,11
AT1G19715,107,97,186,186
AT1G19720,30,26,67,45
AT1G19730,51,55,69,90
AT1G19740,94,83,143,128
AT1G19750,3,2,4,3
AT1G19770,62,71,57,99
AT1G19790,7,6,5,9
AT1G19800,212,192,236,224
AT1G19830,57,55,51,26
AT1G19835,125,118,144,118
AT1G19840,19,17,29,23
AT1G19850,210,146,261,229
AT1G19860,6,4,9,5
AT1G19870,126,115,256,237
AT1G19910,116,30,181,93
AT1G19920,29,18,22,44
AT1G19968,4,2,4,4
AT1G19970,31,38,69,68
AT1G19980,30,19,41,42
AT1G19990,151,167,208,238
AT1G20010,155,59,128,57
AT1G20020,316,293,803,661
AT1G20030,630,851,824,1130
AT1G20050,249,218,273,260
AT1G20060,258,193,374,257
AT1G20065,0,2,6,3
AT1G20070,37,35,16,25
AT1G20090,342,370,473,524
AT1G20100,275,252,421,418
AT1G20110,872,742,1033,947
AT1G20140,94,124,137,104
AT1G20160,23,13,48,14
AT1G20190,7,1,14,1
AT1G20200,1344,1114,1558,1469
AT1G20220,2019,1509,2356,1945
AT1G20225,378,306,524,411
AT1G20230,18,16,34,25
AT1G20240,10,3,14,15
AT1G20260,69,66,83,84
AT1G20270,179,132,203,158
AT1G20300,272,182,337,227
AT1G20310,12,3,8,4
AT1G20330,2565,2093,3497,3129
AT1G20380,28,7,41,10
AT1G20390,3,0,15,0
AT1G20410,50,40,89,69
AT1G20430,569,402,647,507
AT1G20440,127,137,212,268
AT1G20450,665,520,861,709
AT1G20460,38,45,70,41
AT1G20470,72,58,100,75
AT1G20480,101,63,188,158
AT1G20490,4,3,10,7
AT1G20510,10,11,6,10
AT1G20540,91,102,136,164
AT1G20550,20,11,37,38
AT1G20560,75,93,116,150
AT1G20570,17,13,21,22
AT1G20575,58,49,67,73
AT1G20580,745,503,1074,828
AT1G20610,114,89,203,175
AT1G20620,110,132,446,636
AT1G20630,179,211,265,244
AT1G20640,39,47,78,82
AT1G20650,6,13,11,18
AT1G20670,178,136,231,201
AT1G20690,1,1,4,7
AT1G20693,548,685,861,969
AT1G20696,712,923,720,867
AT1G20720,48,53,50,50
AT1G20735,1,0,5,9
AT1G20760,127,142,163,152
AT1G20780,14,22,42,47
AT1G20810,143,98,240,162
AT1G20816,81,77,96,145
AT1G20823,332,143,298,128
AT1G20830,71,48,70,86
AT1G20840,135,180,157,240
AT1G20870,10,4,20,17
AT1G20890,32,29,49,22
AT1G20900,68,81,101,65
AT1G20910,14,17,21,21
AT1G20920,38,20,47,45
AT1G20930,195,193,249,291
AT1G20950,148,152,202,225
AT1G20960,587,549,747,763
AT1G20970,69,38,98,77
AT1G20980,133,115,152,143
AT1G21000,6,4,6,13
AT1G21010,8,6,10,13
AT1G21060,15,12,33,31
AT1G21065,64,88,108,105
AT1G21080,13,17,25,25
AT1G21090,958,710,982,649
AT1G21140,3,2,9,27
AT1G21150,25,17,30,27
AT1G21160,29,41,51,53
AT1G21170,33,15,45,59
AT1G21190,395,317,470,369
AT1G21200,10,13,22,18
AT1G21250,11,9,18,10
AT1G21270,5,2,7,8
AT1G21280,50,25,62,21
AT1G21310,39,10,40,38
AT1G21350,7,8,34,28
AT1G21370,22,11,19,9
AT1G21380,9,14,70,37
AT1G21390,28,21,43,25
AT1G21395,99,14,206,163
AT1G21400,94,121,113,179
AT1G21410,2,5,7,9
AT1G21440,284,290,231,292
AT1G21460,14,14,10,18
AT1G21480,16,12,19,22
AT1G21500,241,53,382,119
AT1G21530,1,4,1,7
AT1G21560,81,99,158,178
AT1G21580,76,78,115,140
AT1G21590,14,4,17,6
AT1G21600,165,168,263,279
AT1G21630,70,73,102,104
AT1G21640,7,8,20,11
AT1G21650,19,16,22,21
AT1G21660,71,62,129,98
AT1G21670,59,41,135,108
AT1G21680,13,5,36,26
AT1G21690,78,65,104,64
AT1G21695,5,4,9,8
AT1G21700,177,141,206,204
AT1G21710,158,156,186,215
AT1G21720,247,181,291,264
AT1G21730,218,95,257,183
AT1G21740,1147,885,1588,1178
AT1G21750,3646,3608,4081,4134
AT1G21760,13,12,33,26
AT1G21780,24,29,27,26
AT1G21790,4,5,16,16
AT1G21810,8,7,17,16
AT1G21830,7,11,9,3
AT1G21840,24,8,22,23
AT1G21880,207,170,218,227
AT1G21900,171,226,242,312
AT1G21910,5,7,6,15
AT1G21920,222,189,380,299
AT1G21930,20,18,21,35
AT1G21970,620,558,910,761
AT1G21980,26,32,42,41
AT1G21990,1,2,6,2
AT1G22020,58,64,115,101
AT1G22040,10,7,13,17
AT1G22050,7,14,7,21
AT1G22060,51,52,101,110
AT1G22070,44,43,71,58
AT1G22100,4,0,23,47
AT1G22110,148,140,335,321
AT1G22120,5,2,3,7
AT1G22140,48,36,55,53
AT1G22160,10,4,1,9
AT1G22170,494,510,552,676
AT1G22180,8,3,8,10
AT1G22190,240,288,296,274
AT1G22200,58,66,94,85
AT1G22220,18,39,20,46
AT1G22250,73,84,142,176
AT1G22260,62,77,118,128
AT1G22270,1422,1038,2177,1667
AT1G22275,45,21,82,31
AT1G22300,138,98,326,333
AT1G22310,38,25,38,33
AT1G22330,10,8,29,32
AT1G22400,2,3,54,6
AT1G22403,112,91,208,153
AT1G22410,84,140,145,179
AT1G22430,86,46,174,177
AT1G22510,77,77,69,74
AT1G22520,250,271,278,306
AT1G22530,273,341,259,404
AT1G22540,151,98,183,176
AT1G22550,4,3,9,15
AT1G22570,10,13,23,28
AT1G22590,478,37,494,49
AT1G22600,1,7,6,2
AT1G22610,33,26,45,33
AT1G22620,24,17,32,28
AT1G22630,45,42,109,96
AT1G22640,7,5,13,14
AT1G22650,169,159,160,160
AT1G22660,68,109,134,172
AT1G22700,111,112,138,124
AT1G22710,77,66,132,115
AT1G22730,73,83,106,119
AT1G22750,112,66,192,128
AT1G22770,234,178,250,208
AT1G22780,15,25,54,99
AT1G22790,31,17,28,28
AT1G22800,292,232,480,358
AT1G22810,1,1,10,10
AT1G22830,5,8,12,12
AT1G22850,440,367,715,585
AT1G22860,26,27,47,45
AT1G22870,35,30,55,39
AT1G22880,23,15,62,33
AT1G22882,39,29,70,37
AT1G22910,147,70,205,132
AT1G22920,472,410,582,511
AT1G22930,142,158,251,290
AT1G22940,39,47,52,49
AT1G22960,15,14,18,22
AT1G22980,12,25,20,44
AT1G22985,27,21,36,38
AT1G23000,602,707,920,1044
AT1G23010,163,127,211,154
AT1G23020,26,41,71,62
AT1G23030,14,14,13,13
AT1G23080,132,78,186,149
AT1G23090,2,2,4,7
AT1G23100,63,51,101,69
AT1G23147,15,9,26,34
AT1G23170,48,39,91,112
AT1G23180,190,227,236,337
AT1G23190,134,126,180,155
AT1G23200,8,0,0,14
AT1G23205,404,422,454,549
AT1G23220,134,146,192,221
AT1G23230,57,55,78,62
AT1G23280,69,67,90,96
AT1G23310,44,57,108,106
AT1G23330,31,24,30,27
AT1G23340,49,67,85,103
AT1G23360,71,103,111,169
AT1G23380,93,50,196,117
AT1G23390,20,6,243,151
AT1G23400,138,115,225,191
AT1G23410,6,8,15,14
AT1G23440,108,92,159,167
AT1G23450,10,7,36,14
AT1G23460,23,20,55,44
AT1G23465,1,7,5,9
AT1G23490,24,55,40,45
AT1G23560,4,0,4,5
AT1G23570,1,0,8,2
AT1G23590,1,0,13,0
AT1G23710,316,318,576,563
AT1G23740,668,364,1543,1017
AT1G23750,258,262,410,457
AT1G23760,2,4,4,6
AT1G23780,441,219,676,360
AT1G23790,372,195,500,265
AT1G23820,406,357,420,471
AT1G23860,157,155,179,215
AT1G23870,90,134,312,309
AT1G23880,29,45,47,70
AT1G23890,295,198,357,274
AT1G23900,130,83,195,136
AT1G23940,7,5,11,13
AT1G23960,16,17,58,76
AT1G23980,7,9,14,7
AT1G24040,6,10,14,17
AT1G24050,547,514,537,496
AT1G24095,28,30,32,41
AT1G24100,39,36,62,50
AT1G24120,367,394,548,537
AT1G24130,5,2,8,11
AT1G24140,10,20,3,15
AT1G24150,2,1,9,1
AT1G24160,69,67,156,149
AT1G24170,236,188,298,238
AT1G24180,39,33,52,56
AT1G24190,68,51,94,87
AT1G24210,14,13,22,22
AT1G24240,210,38,242,69
AT1G24265,32,30,45,39
AT1G24267,123,123,170,222
AT1G24280,9,16,17,15
AT1G24290,47,47,70,51
AT1G24300,57,64,81,107
AT1G24330,2,7,5,4
AT1G24340,18,18,28,24
AT1G24360,3449,3065,4203,3906
AT1G24440,1,2,4,4
AT1G24450,76,58,77,56
AT1G24460,216,173,325,276
AT1G24470,75,32,85,32
AT1G24490,689,552,1041,905
AT1G24510,5711,4585,7430,6508
AT1G24530,1196,1017,1765,1438
AT1G24560,46,36,51,61
AT1G24590,6,2,9,16
AT1G24610,10,3,13,6
AT1G24706,131,103,166,173
AT1G24764,125,82,195,145
AT1G25220,50,65,77,100
AT1G25260,25,32,51,103
AT1G25275,80,30,134,67
AT1G25280,39,21,42,37
AT1G25290,11,8,19,18
AT1G25320,19,19,22,21
AT1G25350,454,351,671,603
AT1G25360,3,4,4,2
AT1G25370,13,12,12,9
AT1G25375,149,166,282,357
AT1G25380,508,336,636,480
AT1G25390,28,22,62,69
AT1G25400,2,6,37,27
AT1G25410,1,2,3,5
AT1G25420,110,58,116,100
AT1G25440,90,123,259,253
AT1G25450,47,32,49,58
AT1G25480,16,15,15,21
AT1G25490,126,108,122,113
AT1G25500,6,6,9,9
AT1G25510,70,92,97,109
AT1G25540,40,62,95,91
AT1G25550,63,30,183,107
AT1G25560,90,142,244,362
AT1G25570,54,71,64,90
AT1G25580,12,14,34,24
AT1G25682,81,63,87,70
AT1G26110,737,634,876,841
AT1G26120,4,3,3,3
AT1G26130,7,13,26,23
AT1G26150,118,94,199,203
AT1G26160,49,43,55,46
AT1G26170,59,48,82,77
AT1G26180,89,116,110,169
AT1G26190,19,22,25,31
AT1G26218,6,9,11,5
AT1G26230,16,13,36,36
AT1G26260,98,59,145,102
AT1G26270,207,140,368,227
AT1G26300,137,57,164,110
AT1G26330,16,20,37,24
AT1G26340,9,17,26,13
AT1G26370,19,22,14,12
AT1G26440,11,7,19,16
AT1G26460,155,150,211,200
AT1G26520,9,4,4,9
AT1G26530,11,37,15,81
AT1G26560,22,20,26,39
AT1G26570,25,17,19,27
AT1G26620,15,19,47,42
AT1G26630,2834,2510,3515,3713
AT1G26640,200,159,249,187
AT1G26650,33,25,50,47
AT1G26665,94,92,120,183
AT1G26670,7,12,24,24
AT1G26680,2839,937,4837,1616
AT1G26690,10,14,18,32
AT1G26730,3,2,4,5
AT1G26740,184,236,250,295
AT1G26750,88,114,140,180
AT1G26760,36,27,56,73
AT1G26761,521,556,652,751
AT1G26770,45,24,42,21
AT1G26797,24,5,56,41
AT1G26798,2,1,18,25
AT1G26799,7,5,18,56
AT1G26810,42,42,58,55
AT1G26830,74,59,92,81
AT1G26840,61,47,48,48
AT1G26850,69,68,115,105
AT1G26870,9,11,3,9
AT1G26890,6,2,3,2
AT1G26900,16,28,26,27
AT1G26910,96,58,110,62
AT1G26920,27,38,48,37
AT1G26930,6,3,19,8
AT1G26940,21,15,28,20
AT1G27000,347,226,543,405
AT1G27040,20,8,30,68
AT1G27050,31,29,43,41
AT1G27070,103,81,143,111
AT1G27080,2,1,7,5
AT1G27090,1057,744,1628,1183
AT1G27100,1434,1504,1518,1837
AT1G27120,686,435,988,684
AT1G27130,49,23,51,47
AT1G27150,55,43,107,88
AT1G27170,5,3,7,5
AT1G27180,4,1,19,12
AT1G27190,109,130,188,175
AT1G27200,4,9,5,15
AT1G27290,25,16,77,79
AT1G27300,37,15,74,58
AT1G27310,1656,1002,2154,1431
AT1G27320,32,18,81,67
AT1G27340,60,48,88,71
AT1G27360,3,1,5,7
AT1G27370,8,1,5,6
AT1G27380,1,0,7,4
AT1G27385,101,117,174,165
AT1G27390,615,724,684,932
AT1G27400,1168,1056,1453,1442
AT1G27410,50,55,91,68
AT1G27430,12,11,21,25
AT1G27435,32,22,42,34
AT1G27460,51,59,87,72
AT1G27470,55,54,76,69
AT1G27480,16,21,48,57
AT1G27500,6,4,6,9
AT1G27510,373,216,674,314
AT1G27520,79,25,115,61
AT1G27530,178,136,352,256
AT1G27540,45,53,57,53
AT1G27570,0,10,0,25
AT1G27595,102,79,136,127
AT1G27600,116,121,144,131
AT1G27630,26,17,32,16
AT1G27640,2,2,1,6
AT1G27650,730,540,1109,785
AT1G27660,7,5,15,12
AT1G27680,200,144,247,179
AT1G27695,86,82,139,86
AT1G27750,82,67,107,120
AT1G27752,24,10,38,30
AT1G27760,104,83,98,84
AT1G27840,13,8,15,18
AT1G27850,50,41,78,70
AT1G27880,27,30,29,31
AT1G27900,25,23,46,45
AT1G27910,13,11,10,14
AT1G27921,3,1,4,7
AT1G27950,4384,4250,4576,4575
AT1G27960,35,8,49,11
AT1G27970,208,198,302,326
AT1G27980,35,58,66,86
AT1G28030,4,6,0,5
AT1G28050,87,68,87,79
AT1G28060,147,170,269,348
AT1G28070,53,25,83,40
AT1G28080,5,7,7,6
AT1G28090,148,175,201,223
AT1G28110,63,34,117,71
AT1G28120,89,77,132,138
AT1G28130,9,6,10,7
AT1G28140,82,72,122,83
AT1G28150,469,409,550,515
AT1G28190,33,54,44,85
AT1G28200,87,83,143,115
AT1G28240,15,19,44,30
AT1G28250,2,4,5,5
AT1G28260,1,4,1,6
AT1G28280,46,49,60,55
AT1G28290,1526,1632,1800,1929
AT1G28310,12,10,11,18
AT1G28320,74,48,93,81
AT1G28340,17,10,52,58
AT1G28350,82,71,127,142
AT1G28360,147,207,234,257
AT1G28370,5,10,27,44
AT1G28380,59,44,61,53
AT1G28390,8,12,9,10
AT1G28395,6,8,7,8
AT1G28400,94,72,89,76
AT1G28410,12,18,28,25
AT1G28420,120,112,205,191
AT1G28440,892,803,1011,963
AT1G28490,10,10,13,11
AT1G28520,87,68,129,132
AT1G28530,95,84,84,107
AT1G28560,14,22,22,35
AT1G28640,25,50,3,28
AT1G28670,60,2,44,4
AT1G28680,24,15,24,28
AT1G28685,10,1,20,8
AT1G28690,92,59,139,99
AT1G28700,21,8,40,65
AT1G28710,61,33,86,87
AT1G28760,16,15,11,12
AT1G28815,9,6,14,16
AT1G28960,82,76,138,112
AT1G29030,57,66,90,92
AT1G29060,47,37,70,49
AT1G29070,5470,4962,7424,6867
AT1G29150,231,229,269,311
AT1G29170,39,63,69,88
AT1G29220,89,95,131,139
AT1G29250,191,260,289,286
AT1G29270,76,145,192,263
AT1G29300,6,11,15,7
AT1G29310,38,69,49,77
AT1G29330,59,63,63,63
AT1G29340,125,76,175,108
AT1G29370,50,0,58,0
AT1G29400,89,95,147,141
AT1G29410,28,0,21,0
AT1G29418,43,26,128,98
AT1G29470,37,28,43,60
AT1G29530,17,21,34,42
AT1G29540,3,2,3,5
AT1G29630,88,64,123,96
AT1G29670,5,7,19,16
AT1G29680,3,6,4,6
AT1G29690,19,16,40,46
AT1G29700,9,18,10,13
AT1G29710,13,16,40,34
AT1G29720,2,0,9,0
AT1G29730,7,3,24,16
AT1G29740,11,21,23,24
AT1G29750,34,26,57,38
AT1G29760,22,16,44,35
AT1G29770,10,14,21,16
AT1G29780,13,3,17,7
AT1G29785,118,119,154,96
AT1G29790,259,212,338,321
AT1G29800,141,97,233,133
AT1G29810,353,282,421,341
AT1G29820,429,405,590,612
AT1G29840,29,26,42,52
AT1G29850,20,44,59,105
AT1G29880,1738,1684,2122,2098
AT1G29890,57,59,54,54
AT1G29900,400,360,510,542
AT1G29910,102,54,232,143
AT1G29920,1894,30,3597,307
AT1G29930,16158,800,23093,1896
AT1G29940,67,73,81,103
AT1G29950,21,14,32,20
AT1G29960,26,15,40,43
AT1G29965,221,267,166,210
AT1G29970,26,25,32,29
AT1G29980,262,205,310,253
AT1G29990,251,277,299,289
AT1G30000,19,21,27,28
AT1G30010,83,92,134,132
AT1G30040,35,31,35,46
AT1G30070,91,80,180,164
AT1G30090,44,35,18,23
AT1G30110,5,11,9,10
AT1G30120,2772,2325,2820,2662
AT1G30130,45,53,107,98
AT1G30190,5,1,5,3
AT1G30200,44,75,109,113
AT1G30220,37,5,124,60
AT1G30230,101,71,137,125
AT1G30240,110,106,134,128
AT1G30270,87,92,93,106
AT1G30290,231,138,257,201
AT1G30300,36,27,53,45
AT1G30320,62,63,143,100
AT1G30330,456,453,683,605
AT1G30360,87,112,111,136
AT1G30380,1942,1771,3225,3128
AT1G30400,63,52,159,99
AT1G30410,27,33,38,63
AT1G30420,12,19,41,50
AT1G30450,33,33,51,42
AT1G30460,72,84,111,127
AT1G30470,236,205,317,316
AT1G30475,53,55,67,59
AT1G30480,48,21,59,38
AT1G30490,103,40,107,67
AT1G30500,60,12,70,45
AT1G30510,911,685,1228,995
AT1G30520,58,50,99,90
AT1G30530,210,153,254,198
AT1G30540,32,27,40,58
AT1G30550,42,36,50,78
AT1G30570,55,37,59,54
AT1G30590,222,178,255,225
AT1G30600,220,222,257,238
AT1G30610,20,30,44,35
AT1G30620,149,141,208,197
AT1G30630,8,1,9,4
AT1G30640,30,29,52,37
AT1G30680,376,302,529,398
AT1G30690,465,475,576,605
AT1G30710,14,1,47,86
AT1G30810,42,50,83,105
AT1G30820,1694,1181,4887,3842
AT1G30840,199,335,210,423
AT1G30845,62,37,91,61
AT1G30860,23,9,32,22
AT1G30870,4,5,10,4
AT1G30890,9,8,19,18
AT1G30950,9,10,19,9
AT1G30960,20,16,27,22
AT1G30970,75,80,105,124
AT1G31010,645,455,796,585
AT1G31020,82,13,126,43
AT1G31040,11,9,20,13
AT1G31070,509,429,673,554
AT1G31090,0,0,3,19
AT1G31120,130,142,199,232
AT1G31130,640,479,855,662
AT1G31150,345,144,453,205
AT1G31160,370,215,484,278
AT1G31170,48,20,81,47
AT1G31175,80,33,103,48
AT1G31180,861,617,1195,832
AT1G31190,125,130,186,191
AT1G31220,151,210,197,281
AT1G31230,945,605,1345,945
AT1G31240,2,2,4,5
AT1G31280,552,595,1126,1051
AT1G31290,8,3,10,3
AT1G31300,68,28,62,58
AT1G31310,454,259,861,528
AT1G31320,111,61,152,130
AT1G31330,19403,16946,22562,22173
AT1G31340,18,24,59,57
AT1G31350,32,50,75,108
AT1G31360,19,23,24,37
AT1G31410,28,27,45,36
AT1G31420,822,532,1066,876
AT1G31430,74,65,124,74
AT1G31440,319,198,444,283
AT1G31460,165,127,220,195
AT1G31470,50,33,104,76
AT1G31480,14,13,21,18
AT1G31500,35,34,40,42
AT1G31530,3,1,1,14
AT1G31540,10,17,20,53
AT1G31600,60,37,157,90
AT1G31630,0,1,6,9
AT1G31640,5,1,5,7
AT1G31650,160,100,241,169
AT1G31660,110,92,138,134
AT1G31710,10,0,4,1
AT1G31730,914,632,1111,875
AT1G31750,7,3,15,5
AT1G31760,645,529,600,681
AT1G31780,798,555,904,858
AT1G31790,5,8,19,12
AT1G31800,79,42,152,88
AT1G31810,55,49,83,87
AT1G31812,2574,1747,3180,2839
AT1G31814,46,42,85,76
AT1G31817,378,285,376,423
AT1G31830,128,160,175,187
AT1G31835,15,11,13,12
